Date,AAPL,AMZN,TSLA
11/7/12,17.344067,232.059998,6.308
11/8/12,16.714642,227.350006,6.262
11/9/12,17.004023,226.309998,6.064
11/12/12,16.872543,226.470001,6.214
11/13/12,16.874722,226.600006,6.322
11/14/12,16.687601,222.949997,6.276
11/15/12,16.33761,220.600006,6.164
11/16/12,16.401638,225.229996,6.368
11/19/12,17.584332,229.710007,6.584
11/20/12,17.434511,233.779999,6.6
11/21/12,17.459074,238.029999,6.494
11/23/12,17.76368,239.880005,6.426
11/26/12,18.324095,243.619995,6.454
11/27/12,18.176453,243.399994,6.43
11/28/12,18.119263,247.110001,6.646
11/29/12,18.318811,251.270004,6.738
11/30/12,18.191992,252.050003,6.764
12/3/12,18.220282,250.330002,6.924
12/4/12,17.898886,252.490005,6.78
12/5/12,16.746973,253.960007,6.742
12/6/12,17.009615,253.369995,6.78
12/7/12,16.57477,253.270004,6.834
12/10/12,16.468155,247.770004,6.914
12/11/12,16.827778,250.690002,7.056
12/12/12,16.753496,251.759995,7.052
12/13/12,16.464113,251.25,6.722
12/14/12,15.84557,249.190002,6.762
12/17/12,16.126562,253.860001,6.88
12/18/12,16.594978,260.399994,6.918
12/19/12,16.359056,257.98999,6.922
12/20/12,16.216698,261.5,6.886
12/21/12,16.142099,256.920013,6.8
12/24/12,16.168207,258.619995,6.856
12/26/12,15.945354,248.630005,6.718
12/27/12,16.009375,248.309998,6.738
12/28/12,15.839356,245.179993,6.644
12/31/12,16.541204,250.869995,6.774
1/2/13,17.065252,257.309998,7.072
1/3/13,16.849854,258.480011,6.954
1/4/13,16.380503,259.149994,6.88
1/7/13,16.284145,268.459991,6.868
1/8/13,16.327978,266.380005,6.736
1/9/13,16.072786,266.350006,6.728
1/10/13,16.27203,265.339996,6.706
1/11/13,16.172253,267.940002,6.582
1/14/13,15.595675,272.730011,6.652
1/15/13,15.103632,271.899994,6.78
1/16/13,15.730567,268.929993,6.82
1/17/13,15.624578,270.480011,6.876
1/18/13,15.541274,272.119995,6.904
1/22/13,15.68954,270.190002,7.038
1/23/13,15.976743,268.109985,7.2
1/24/13,14.00269,273.459991,7.398
1/25/13,13.672592,283.98999,7.396
1/28/13,13.981865,276.040009,7.606
1/29/13,14.244199,260.350006,7.59
1/30/13,14.199443,272.76001,7.504
1/31/13,14.157789,265.5,7.502
2/1/13,14.099667,265,7.66
2/4/13,13.748432,259.980011,7.548
2/5/13,14.230834,266.890015,7.626
2/6/13,14.215605,262.220001,7.834
2/7/13,14.638289,260.230011,7.896
2/8/13,14.849627,261.950012,7.848
2/11/13,15.004385,257.209991,7.684
2/12/13,14.62828,258.700012,7.578
2/13/13,14.600456,269.470001,7.69
2/14/13,14.587326,269.23999,7.654
2/15/13,14.386303,265.089996,7.408
2/19/13,14.380988,269.75,7.856
2/20/13,14.032709,266.410004,7.708
2/21/13,13.945484,265.940002,7.032
2/22/13,14.093986,265.420013,7.222
2/25/13,13.843562,259.869995,6.876
2/26/13,14.036463,259.359985,6.886
2/27/13,13.898902,263.25,7.02
2/28/13,13.799795,264.269989,6.966
3/1/13,13.458081,265.73999,6.93
3/4/13,13.132314,273.109985,7.116
3/5/13,13.479029,275.589996,7.33
3/6/13,13.307701,273.790009,7.538
3/7/13,13.461522,273.880005,7.646
3/8/13,13.497163,274.190002,7.694
3/11/13,13.689431,271.23999,7.82
3/12/13,13.394305,274.130005,7.824
3/13/13,13.391804,275.100006,7.796
3/14/13,13.521547,265.73999,7.37
3/15/13,13.87045,261.820007,7.058
3/18/13,14.247494,257.890015,7.03
3/19/13,14.209034,256.410004,7.016
