Date,AAPL,AMZN,TSLA
1/27/14,554878800,3936800,43582000
1/28/14,1065523200,2894500,30467000
1/29/14,502810000,3382300,29677500
1/30/14,678501600,10473900,42825000
1/31/14,464797200,16154800,32544000
2/3/14,401464000,10280800,33824500
2/4/14,376681200,4812900,23431500
2/5/14,328344800,4435400,36340000
2/6/14,257765200,3335700,29208000
2/7/14,370280400,4330500,44642500
2/10/14,345559200,3449700,64853500
2/11/14,282256800,3222100,53549500
2/12/14,308100800,6587700,25868500
2/13/14,307398000,4175000,40146500
2/14/14,272924400,3520200,30790000
2/18/14,260251600,4998000,46664000
2/19/14,313768000,4168100,80845000
2/20/14,305858000,3492800,90011500
2/21/14,278784800,4210000,39094000
2/24/14,288909600,3644700,41392000
2/25/14,231952000,3736400,163408500
2/26/14,276217200,3622100,123023000
2/27/14,301882000,3104900,89729000
2/28/14,371968800,3882000,72949000
3/3/14,238781200,2798300,65446500
3/4/14,259140000,2704400,43728000
3/5/14,200062800,3848300,29678500
3/6/14,185488800,2926600,36805500
3/7/14,220729600,2279800,39061500
3/10/14,178584000,2105800,38640500
3/11/14,279224400,2246100,44050500
3/12/14,199326400,2216600,48772000
3/13/14,257742800,6829000,31181500
3/14/14,237199200,4402200,41448500
3/17/14,199544800,2303000,29563000
3/18/14,209647200,2483500,31211500
3/19/14,224756000,2646700,25356500
3/20/14,208398400,2558500,19089500
3/21/14,374046400,5414100,41084500
3/24/14,355700800,4873500,56644000
3/25/14,282293200,4445700,39327000
3/26/14,299768000,4120700,34536500
3/27/14,222031600,5766400,47478500
3/28/14,200564000,3986800,48424000
3/31/14,168669200,4297500,41900000
4/1/14,200760000,3600100,36857000
4/2/14,180420800,4475500,53911500
4/3/14,162344000,6399300,54618500
4/4/14,275251200,12534600,56728000
4/7/14,289850400,7077400,49277500
4/8/14,243888400,6577600,34446500
4/9/14,206169600,5056600,25789500
4/10/14,239652000,6126700,36057500
4/11/14,271717600,7287500,45336000
4/14/14,205674000,4293500,38515000
4/15/14,266490000,5398600,68296500
4/16/14,214765600,4284900,36011000
4/17/14,284334400,4299200,29634000
4/21/14,182548800,2999400,26291000
4/22/14,202563200,3711600,49023500
4/23/14,394940000,3604600,36478000
4/24/14,759911600,9293700,27476000
4/25/14,390275200,16180200,34983500
4/28/14,669485600,14479800,35210000
4/29/14,337377600,6509300,28895500
4/30/14,456640800,4088600,22203000
5/1/14,244048000,4328600,27199500
5/2/14,191514400,3995100,20434000
5/5/14,287067200,2519900,25735000
5/6/14,374564400,4682300,28183500
5/7/14,282864400,7015200,50896500
5/8/14,230297200,3848200,100283000
5/9/14,291597600,4063000,42476000
5/12/14,213208800,3729600,35011500
5/13/14,159737200,3509900,35486000
5/14/14,166404000,3323300,27033500
5/15/14,230846000,4295100,30202000
5/16/14,276256400,3636800,22438500
5/19/14,317755200,2284200,22858500
5/20/14,234836000,4095700,27730500
5/21/14,196859600,3408800,26427000
5/22/14,200760000,2576800,31072500
5/23/14,232209600,3052900,20034000
5/27/14,348866000,4862100,26705500
5/28/14,315481600,2726000,27475500
5/29/14,376474000,2365500,18462500
5/30/14,564020800,4260200,27905500
6/2/14,369350800,2203400,23340500
6/3/14,292709200,2379200,19304000
6/4/14,335482000,2107100,17137000
6/5/14,303805600,7796700,20273000
6/6/14,349938400,5244000,15369000
6/9/14,301660000,3212200,14028500
6/10/14,251108000,3663400,17573500
6/11/14,182724000,4436800,19887500
6/12/14,218996000,4276300,29968500
6/13/14,218100000,2764800,17721500
6/16/14,142244000,2449800,66232000
6/17/14,118904000,2924100,66524500
6/18/14,134056000,6401500,34701000
6/19/14,142112000,5320600,43965500
6/20/14,403592000,6054000,24519500
6/23/14,174776000,2604800,38955500
6/24/14,156144000,2626600,40379500
6/25/14,147476000,2327800,29008000
6/26/14,130516000,2699500,25607000
6/27/14,256116000,2416200,28175000
6/30/14,197929200,2671300,24143000
7/1/14,152892000,3173600,21680500
7/2/14,113860000,2681300,40137000
7/3/14,91567200,1944300,25833500
7/7/14,225872000,2128900,29468500
7/8/14,260888000,4271600,39181000
7/9/14,145744000,3166100,20577000
7/10/14,158744000,2665000,24319500
7/11/14,136072000,8300800,16511500
7/14/14,171240000,5609900,36016000
7/15/14,181911600,4170900,28592500
7/16/14,213585200,3503600,20222500
7/17/14,229192000,3636000,23247000
7/18/14,199952000,3407400,21268500
7/21/14,156316000,2278400,19111000
7/22/14,220788000,2888900,13650000
7/23/14,371672000,2687300,15416500
7/24/14,182916000,7088700,16227500
7/25/14,173876000,17846500,15435500
7/28/14,221272000,5932000,32571500
7/29/14,172572000,2883800,16912000
7/30/14,132040000,3969000,24639000
7/31/14,227372000,5192000,38745500
8/1/14,194044000,7441500,59479000
8/4/14,159832000,4200900,29798500
8/5/14,223732000,2852100,26943000
8/6/14,154232000,2296900,46246500
8/7/14,186844000,2935600,37394500
8/8/14,167460000,2705900,25450500
8/11/14,146340000,2468600,40506500
8/12/14,135180000,1915800,31911500
8/13/14,127664000,4939100,34663000
8/14/14,112464000,3420400,20633000
8/15/14,195804000,3896700,19339500
8/18/14,190288000,2485400,29246000
8/19/14,277596000,1713800,26674000
8/20/14,210796000,1810500,15139500
8/21/14,133912000,1971100,14578000
8/22/14,176736000,2211200,14167000
8/25/14,161080000,1957700,21590500
8/26/14,132608000,3654700,19090000
8/27/14,209476000,2961600,14925500
8/28/14,273840000,2252700,14224500
8/29/14,178380000,1939500,32235500
9/2/14,214256000,2326000,49262000
9/3/14,501684000,1993700,33861500
9/4/14,342872000,3965600,41708500
9/5/14,233828000,2107000,55849500
9/8/14,185426800,2955300,27508000
9/9/14,759385200,4646800,22794000
9/10/14,403478400,3797400,18906500
9/11/14,249412400,2720200,18830500
9/12/14,250504400,3429300,16623000
9/15/14,245266000,4000400,82277000
9/16/14,267632400,3259900,41500500
9/17/14,243706000,4136000,25888500
9/18/14,149197600,2576900,18463000
9/19/14,283609600,6886200,34054500
9/22/14,211153600,3109700,41070500
9/23/14,253608800,2352600,28293500
9/24/14,240687200,2642200,18747500
9/25/14,400368000,2928800,24171000
9/26/14,249482000,3638000,18977000
9/29/14,199065200,1924600,24263500
9/30/14,221056400,2636200,21191500
10/1/14,205965200,3089100,29708500
10/2/14,191031200,3553900,44991000
10/3/14,173878400,3037400,27031500
10/6/14,148204800,2290300,38566500
10/7/14,168376800,2365400,22427500
10/8/14,229618800,3452800,25275500
10/9/14,309506000,3587900,36806500
10/10/14,265326400,3681900,64441500
10/13/14,214333600,4363900,56343500
10/14/14,254754400,3385800,35526500
10/15/14,403734400,5343900,45736500
10/16/14,288618000,4731300,26996500
10/17/14,272718800,4405100,52747000
10/20/14,310069200,3234500,17472000
10/21/14,378495600,3559300,20651500
10/22/14,273052400,3125900,20583000
10/23/14,284298800,9038200,17462000
10/24/14,188215600,19801100,17316500
10/27/14,136750800,5950600,47766500
10/28/14,192243600,5572600,52581500
10/29/14,210751600,4881900,24812500
10/30/14,162619200,4055200,16142000
10/31/14,178557200,4550700,18876500
11/3/14,209130400,3242500,21019000
11/4/14,166297600,3427400,18413000
11/5/14,149743600,4674500,45229500
11/6/14,139874000,3758100,76773500
11/7/14,134766000,2647400,25805000
11/10/14,108782000,2809100,22886000
11/11/14,109769200,3803600,39744000
11/12/14,187769600,2183000,29354000
11/13/14,238091600,3686400,31180000
11/14/14,176254400,8877800,30505500
11/17/14,186986800,4784900,20128500
11/18/14,176896000,3549500,22365000
11/19/14,167476800,3281600,39592500
11/20/14,173582000,3436700,17936000
11/21/14,228717200,4466600,37425500
11/24/14,189803200,2754200,23948500
11/25/14,275361600,2565000,15799000
11/26/14,163073200,1983600,9906000
11/28/14,99257600,3051800,10598500
12/1/14,335256000,4944900,43097000
12/2/14,237395600,2790300,29435000
12/3/14,172253600,5681000,26538500
12/4/14,168178000,3290300,19278000
12/5/14,153275600,3265200,30318000
12/8/14,230659600,3639200,46128000
12/9/14,240832000,4049500,47157500
12/10/14,178261200,3245900,36570500
12/11/14,165606800,3262900,33472000
12/12/14,224112400,3153500,35869000
12/15/14,268872400,3841600,26091500
12/16/14,243162800,6501300,42130500
12/17/14,213647200,4433500,36839000
12/18/14,236024800,7738100,37416500
12/19/14,353719200,8709100,34552500
12/22/14,180670000,4003800,23997000
12/23/14,104113600,2713700,22528500
12/24/14,57918400,1513800,6661000
12/26/14,134884000,2893800,16635000
12/29/14,110395600,3009000,14012500
12/30/14,119526000,2093000,14516000
12/31/14,165613600,2048000,11487500
1/2/15,212818400,2783200,23822000
1/5/15,257142000,2774200,26842500
1/6/15,263188400,3519000,31309500
1/7/15,160423600,2640300,14842000
1/8/15,237458000,3088400,17212500
1/9/15,214798000,2592400,23341500
1/12/15,198603200,3421400,29751500
1/13/15,268367600,4136400,22386500
1/14/15,195826400,5538700,57759500
1/15/15,240056000,4419200,26082500
1/16/15,314053200,3478200,18016000
1/20/15,199599600,3075100,22516000
1/21/15,194303600,10065100,20765000
1/22/15,215185600,5362600,20584500
1/23/15,185859200,4496400,17193000
1/26/15,222460000,3169700,16172500
1/27/15,382274800,2920300,13905000
1/28/15,585908400,3063800,15748000
1/29/15,337745600,8656600,17740500
1/30/15,334982000,23856100,15035000
2/2/15,250956400,10231900,20746000
2/3/15,207662800,6212600,24131000
2/4/15,280598800,4169900,16527000
2/5/15,168984800,7247600,17614500
2/6/15,174826400,3892400,16219500
2/9/15,155559200,2724600,17362000
2/10/15,248034000,2287200,26952500
2/11/15,294247200,2786500,48845500
2/12/15,297898000,2791100,78248000
2/13/15,217088800,3475100,30955000
2/17/15,252609600,3673200,19898000
2/18/15,179566800,2650600,13568000
2/19/15,149449600,2953800,25770500
2/20/15,195793600,3258000,29910500
2/23/15,283896400,2177000,42499000
2/24/15,276912400,1920800,33018000
2/25/15,298846800,3174500,19547500
2/26/15,365150000,2687100,32364500
2/27/15,248059200,2532300,19410500
3/2/15,192386800,2139200,39610500
3/3/15,151265200,1946500,22161500
3/4/15,126665200,2259100,21110000
3/5/15,226068400,2693500,24385000
3/6/15,291368400,2627000,33562000
3/9/15,354114000,2311400,33683500
3/10/15,275426400,3121000,27898500
3/11/15,275756000,2495100,24874500
3/12/15,193450800,2810000,20746500
3/13/15,207309200,2611700,27171500
3/16/15,143497200,2354100,28144000
3/17/15,204092400,2037000,24470500
3/18/15,261083600,2654100,24104500
3/19/15,183238000,1915700,42376000
3/20/15,274780400,3763600,21347500
3/23/15,150838800,2239300,13158000
3/24/15,131369200,2228200,18249500
3/25/15,206620800,3429500,28652000
3/26/15,190291600,2930000,20640000
3/27/15,158184800,2609800,43024500
3/30/15,188398800,1820900,50447500
3/31/15,168362400,2506100,25133000
4/1/15,162485600,2458100,18973000
4/2/15,128880400,1875300,25052000
4/6/15,148776000,3050700,62279000
4/7/15,140049200,1954900,21739500
4/8/15,149316800,2636400,31515500
4/9/15,129936000,2392300,19001000
4/10/15,160752000,2573500,20338500
4/13/15,145460400,1894500,18791000
4/14/15,102098400,2583600,15130000
4/15/15,115881600,1933200,9762000
4/16/15,113476000,2080400,8295500
4/17/15,207828000,3839700,12349500
4/20/15,188217200,5016100,12796500
4/21/15,129740400,4643500,17162500
4/22/15,150618000,3474700,39315000
4/23/15,183083600,7980000,22056000
4/24/15,178103600,17176900,12139000
4/27/15,387816800,5430900,58363000
4/28/15,475696000,4140500,30427000
4/29/15,253544400,3621700,19680500
4/30/15,332781600,3647900,19559500
5/1/15,234050400,3565800,26408500
5/4/15,203953200,2270400,22173000
5/5/15,197085600,2856400,28984500
5/6/15,288564000,2552500,26354500
5/7/15,175763600,2766100,47279500
5/8/15,222201600,2908800,23341000
5/11/15,168143200,2393700,28361500
5/12/15,192640000,1947800,31817000
5/13/15,138776800,1996300,27201000
5/14/15,180814000,1888500,14479500
5/15/15,152832000,4240300,22638000
5/18/15,203531600,2390200,16766000
5/19/15,178532800,2464200,18371000
5/20/15,145819600,2196200,18778000
5/21/15,158921600,4121400,9853000
5/22/15,182384000,2020600,11115500
5/26/15,282790400,2244200,17493500
5/27/15,183332800,2231100,17041000
5/28/15,122933200,1912400,18236500
5/29/15,203538000,3016100,18946500
6/1/15,128451200,2253300,12525500
6/2/15,134670400,1668900,10674000
6/3/15,123934000,2727900,8907500
6/4/15,153800400,2510800,12268000
6/5/15,142507200,1907900,15110000
6/8/15,210699200,2172500,25085000
6/9/15,224301600,2288700,13055500
6/10/15,156349200,2172300,17272500
6/11/15,141563600,2922500,10220500
6/12/15,147544800,2054400,7111500
6/15/15,175955600,2051000,10931000
6/16/15,125976400,2296400,9923500
6/17/15,131672400,2185900,27564500
6/18/15,141628800,3378400,13913500
6/19/15,218867600,4495100,12315000
6/22/15,136157200,1823600,22805500
6/23/15,121075600,3245000,19354000
6/24/15,221123600,2620800,12061500
6/25/15,127752400,2237500,14246000
6/26/15,176267200,2624500,19192000
6/29/15,196645600,2753200,17394500
6/30/15,177482800,2596900,15434500
7/1/15,120955200,1987100,10506000
7/2/15,108844000,1343400,35819500
7/6/15,112241600,1903200,20609500
7/7/15,187787200,3454200,30525500
7/8/15,243046400,2383100,31105500
7/9/15,314380000,2271400,16670500
7/10/15,245418000,2401000,13054500
7/13/15,165762000,3956800,14801500
7/14/15,127072400,4736200,9538000
7/15/15,134596800,2987400,10108000
7/16/15,144889600,4095600,8080000
7/17/15,184658800,4932200,25020500
7/20/15,235600800,4752500,24892500
7/21/15,307025600,3181800,30543500
7/22/15,461802400,3114900,15525000
7/23/15,203998000,9374400,11136000
7/24/15,168649200,21909400,14182500
7/27/15,177822000,7491000,23471000
7/28/15,134472400,5273100,19479000
7/29/15,148046800,3752600,13950500
7/30/15,134513200,3743100,10173000
7/31/15,171540000,3025600,11113000
8/3/15,279904000,3014200,12767500
8/4/15,496554400,2934600,11762500
8/5/15,397250400,2889400,31071500
8/6/15,211612000,3820500,73119000
8/7/15,154681600,3969200,25367000
8/10/15,219806400,2615900,20929500
8/11/15,388331200,2676600,21324500
8/12/15,404870000,3962300,18640000
8/13/15,194143200,2895200,23446000
8/14/15,171718000,1994800,21824000
8/17/15,163538800,2581700,35883500
8/18/15,138242800,2071300,20975000
8/19/15,193146000,2324000,18021500
8/20/15,274006400,4408000,24529000
8/21/15,513102000,6706500,32951000
8/24/15,648825200,10097600,47908000
8/25/15,414406400,5679300,21636500
8/26/15,387098400,6358600,24815000
8/27/15,338464400,6114500,38280000
8/28/15,212657600,2746700,27568500
8/31/15,224917200,3002300,23501000
9/1/15,307383600,3864500,27274000
9/2/15,247555200,3707100,23146000
9/3/15,212935600,3149700,20974000
9/4/15,199985200,2692500,18446000
9/8/15,219374400,3810700,15691000
9/9/15,340043200,4370700,16954000
9/10/15,251571200,2576000,13545000
9/11/15,199662000,3227900,11754000
9/14/15,233453600,3130200,14454500
9/15/15,173364800,2865900,14667500
9/16/15,148694000,2252800,22085500
9/17/15,256450400,4169500,17929000
9/18/15,297141200,6160100,18815500
9/21/15,200888000,3283300,30601000
9/22/15,201384800,3841700,18322000
9/23/15,143026800,2237600,13004000
9/24/15,200878000,3501000,17241000
9/25/15,224607600,4031000,18867000
9/28/15,208436000,5434500,24505500
9/29/15,293461600,4457500,18516000
9/30/15,265892000,4004700,24648000
10/1/15,255716400,3768500,22865000
10/2/15,232079200,4597800,22120000
10/5/15,208258800,3391400,18449500
10/6/15,192787200,4502800,26126000
10/7/15,187062400,3812100,34070000
10/8/15,247918400,4676400,30666000
10/9/15,211064400,3537400,30792000
10/12/15,121868800,2776100,19181500
10/13/15,132197200,2938000,25857500
10/14/15,177849600,3582100,15522000
10/15/15,150694000,4937000,14221000
10/16/15,156930400,4315800,21672500
10/19/15,119036800,4375400,12539500
10/20/15,195871200,4346200,74500000
10/21/15,167180800,3343600,20757500
10/22/15,166616400,7779400,14126000
10/23/15,237467600,10692700,21177500
10/26/15,265335200,4269700,16957000
10/27/15,279537600,3787100,17597000
10/28/15,342205600,3926200,13643000
10/29/15,204909200,3896000,9025000
10/30/15,197461200,3874400,22194500
11/2/15,128813200,2816500,19639500
11/3/15,182076000,3246900,41662500
11/4/15,179544400,4840500,63632000
11/5/15,158210800,4723800,22484000
11/6/15,132169200,4092200,12226500
11/9/15,135485600,4048800,19254500
11/10/15,236511600,3489500,23085000
11/11/15,180872000,5387300,16739000
11/12/15,130102400,4284700,14579500
11/13/15,183249600,6261100,17151500
11/16/15,152426800,7435900,14627000
11/17/15,110467600,4320200,10743500
11/18/15,186698800,4469800,14059500
11/19/15,173183200,4705200,12522000
11/20/15,137148400,3896100,22003500
11/23/15,129930000,4385100,12631000
11/24/15,171212800,4543400,12401500
11/25/15,85553200,2697900,19954000
11/27/15,52185600,1966800,9747000
11/30/15,156721200,5693200,13299000
12/1/15,139409600,4751200,18670000
12/2/15,133546400,4273500,14907500
12/3/15,166278000,5064700,14698000
12/4/15,231108000,4534800,12868000
12/7/15,128336800,3732800,15721000
12/8/15,137238000,3651900,13438000
12/9/15,185445600,5158200,15289000
12/10/15,116850800,3455500,10358500
12/11/15,187544800,5474400,16343500
12/14/15,257274800,4329700,14135500
12/15/15,213292400,4753400,11222000
12/16/15,224954000,3964500,25521500
12/17/15,179091200,3681600,16493000
12/18/15,385813200,6841300,15071000
12/21/15,190362400,3250900,9766000
12/22/15,131157600,2667800,9807500
12/23/15,130629600,2722900,7775000
12/24/15,54281600,1091200,3540000
12/28/15,106816800,3783600,9506500
12/29/15,123724800,5735000,12031500
12/30/15,100855200,3519000,18489500
12/31/15,163649200,3749600,13575000
1/4/16,270597600,9314500,34135500
1/5/16,223164000,5822600,15934000
1/6/16,273829600,5329200,18895500
1/7/16,324377600,7074900,17771500
1/8/16,283192000,5512900,18140500
1/11/16,198957600,4891600,20457000
1/12/16,196616800,4724100,15459500
1/13/16,249758400,7655200,20632000
1/14/16,252680400,7238000,32453500
1/15/16,319335600,7784500,27893000
1/19/16,212350800,4807200,20193500
1/20/16,289337600,7966400,29193000
1/21/16,208646000,4952200,15831000
1/22/16,263202000,5120100,15620500
1/25/16,207178000,4396100,13493500
1/26/16,300308000,3765700,24821000
1/27/16,533478800,5152900,18086000
1/28/16,222715200,14015200,22964000
1/29/16,257666000,14677600,14261500
2/1/16,163774000,6355100,26488000
2/2/16,149428800,6312000,28868000
2/3/16,183857200,10048700,39657000
2/4/16,185886800,6199100,21927000
2/5/16,185672400,9708900,47188000
2/8/16,216085600,9825500,46565000
2/9/16,177324800,7077900,43258000
2/10/16,169374400,6786200,52032500
2/11/16,200298800,7397400,71262000
2/12/16,161405600,5384800,36179000
2/16/16,196231600,5118500,27969000
2/17/16,179452800,4824000,29126000
2/18/16,156084000,4735000,19438000
2/19/16,141496800,4974700,14797000
2/22/16,137123200,5566600,25300500
2/23/16,127770400,4050800,29922000
2/24/16,145022800,6231700,26978000
2/25/16,110330800,4525500,28753500
2/26/16,115964400,4877000,30325500
2/29/16,140865200,4145400,22495000
3/1/16,201628400,5038500,33561000
3/2/16,132678400,4582200,24312000
3/3/16,147822800,2741300,24145000
3/4/16,184220400,3416500,32445500
3/7/16,143315600,4926900,26647000
3/8/16,126247600,4730000,20893500
3/9/16,108806800,4377300,16043000
3/10/16,134054400,3919900,25962500
3/11/16,109632800,3771300,16715500
3/14/16,100304400,3454200,20328500
3/15/16,160270800,3876800,15902500
3/16/16,153214000,3537700,17583500
3/17/16,137682800,5928100,18914500
3/18/16,176820800,7296900,23559000
3/21/16,142010800,5155700,26539000
3/22/16,129777600,4000600,21580000
3/23/16,102814000,3983700,24744000
3/24/16,104532000,5185500,24804500
3/28/16,77645600,3121500,19628500
3/29/16,124760400,4392600,20071500
3/30/16,182404400,3890500,20165000
3/31/16,103553600,2681800,40064500
4/1/16,103496000,2917400,79987500
4/4/16,149424800,2470800,67376500
4/5/16,106314800,2308900,49743500
4/6/16,105616400,2849900,58527500
4/7/16,127207600,3189000,44281000
4/8/16,94326800,2591900,36819500
4/11/16,117630000,2704300,45808500
4/12/16,108929200,2641100,28816000
4/13/16,133029200,4228300,24628000
4/14/16,101895600,3512100,20661000
4/15/16,187756000,2887700,18762000
4/18/16,243286000,4360900,21357000
4/19/16,129539600,4055900,31787500
4/20/16,122444000,2609400,25970500
4/21/16,126210000,2596300,13915500
4/22/16,134732400,5083900,18931500
4/25/16,112126400,2682900,18351500
4/26/16,224064800,2521400,16119000
4/27/16,458408400,4068800,16029000
4/28/16,328970800,7872600,12595000
4/29/16,274126000,10310700,27069000
5/2/16,192640400,6578500,19219500
5/3/16,227325200,4923400,21511000
5/4/16,164102000,4635500,43502500
5/5/16,143562000,4884100,56274000
5/6/16,174799600,4365300,28426000
5/9/16,131745600,3982200,23882000
5/10/16,134747200,6105600,20353000
5/11/16,114876400,7338200,25809500
5/12/16,305258800,5048200,18252500
5/13/16,177571200,4763400,14114000
5/16/16,245039200,5432900,14747000
5/17/16,187667600,5121400,14218000
5/18/16,168249600,4283200,28087500
5/19/16,121768400,3025600,34331500
5/20/16,128104000,2916200,45035500
5/23/16,152074400,2595100,25512500
5/24/16,140560800,3033800,15069000
5/25/16,152675200,3267700,15634000
5/26/16,225324800,2446700,20362000
5/27/16,145364800,2249200,18251500
5/31/16,169228800,3618300,13945000
6/1/16,116693200,3263100,14913500
6/2/16,160766400,3026600,10164000
6/3/16,114019600,3367300,11145000
6/6/16,93170000,2704800,11247500
6/7/16,89638000,2732500,31068000
6/8/16,83392400,2223400,29860000
6/9/16,106405600,2170300,22460500
6/10/16,126851600,3425700,30133000
6/13/16,152082000,3352200,20965000
6/14/16,127727600,2506900,17901000
6/15/16,117780800,2709400,14542500
6/16/16,125307200,3098000,12201500
6/17/16,244032800,5897800,15563000
6/20/16,137647600,3677200,17777500
6/21/16,142185600,2137500,22645000
6/22/16,116876400,2260500,118712000
6/23/16,128960800,2825000,50653500
6/24/16,301245600,7632500,35132500
6/27/16,181958400,5568000,36027000
6/28/16,161779600,4037000,31062000
6/29/16,146124000,3070100,29974500
6/30/16,143345600,2855100,24215500
7/1/16,104106000,2920400,27000000
7/5/16,110820800,2431400,25876500
7/6/16,123796400,3938200,24599500
7/7/16,100558400,2945800,18060000
7/8/16,115648400,3429200,20374000
7/11/16,95179600,3195300,27149000
7/12/16,96670000,5623700,22856500
7/13/16,103568800,4142300,17835500
7/14/16,155676000,2390500,13379000
7/15/16,120548000,3121400,11171000
7/18/16,145975600,2954900,17060500
7/19/16,95119600,2216800,15575500
7/20/16,105104000,2214000,12842500
7/21/16,130808000,2317100,22143500
7/22/16,113254800,2277700,12898500
7/25/16,161531600,2679300,22453500
7/26/16,224959200,2529700,17150000
7/27/16,369379200,2913100,14445000
7/28/16,159479200,7617600,12095500
7/29/16,110934800,6777100,15354000
8/1/16,152671600,3578200,20081500
8/2/16,135266400,3603300,19672000
8/3/16,120810400,3581500,19439000
8/4/16,109634800,3178200,20735000
8/5/16,162213600,2704400,16026000
8/8/16,112148800,1986300,11318000
8/9/16,105260800,1876100,11039000
8/10/16,96034000,1604300,11691500
8/11/16,109938000,2019700,9404500
8/12/16,74641600,1563300,9067500
8/15/16,103472800,2118500,10171500
8/16/16,135177600,1604600,11335500
8/17/16,101424000,1891100,8935500
8/18/16,87938800,1458800,8572500
8/19/16,101472400,2343200,8297500
8/22/16,103280800,1679300,10327500
8/23/16,85030800,1524100,23922000
8/24/16,94700400,1744100,12853500
8/25/16,100344800,1623000,8812500
8/26/16,111065200,2776800,11195000
8/29/16,99881200,2198600,16331500
8/30/16,99455600,1709200,15844500
8/31/16,118649600,1633800,16382500
9/1/16,106806000,1792300,39715500
9/2/16,107210000,2181800,29887000
9/6/16,107521600,3719800,21953000
9/7/16,169457200,2424600,18204500
9/8/16,212008000,2030500,16889500
9/9/16,186228000,4257300,18785000
9/12/16,181171200,3124700,18576000
9/13/16,248704800,3117200,17947000
9/14/16,443554800,2523000,11272500
9/15/16,359934400,3034000,15386000
9/16/16,319547600,5499200,15539000
9/19/16,188092000,2297200,11497500
9/20/16,138057200,1937200,12052500
9/21/16,144012800,2718600,13167500
9/22/16,124296000,4078900,11914500
9/23/16,209924800,2353500,14526000
9/26/16,119477600,2651400,11972000
9/27/16,98429600,3819600,16866000
9/28/16,118564400,4422100,10442000
9/29/16,143548000,4922200,13635000
9/30/16,145516400,4430600,12931500
10/3/16,86807200,2769400,29999500
10/4/16,118947200,2950300,17707500
10/5/16,85812400,3469100,9387500
10/6/16,115117200,2684000,23517000
10/7/16,97433600,2426200,17465000
10/10/16,144944000,1827100,16581500
10/11/16,256164000,3588200,11642000
10/12/16,150347200,2380400,9853500
10/13/16,140769600,3091400,12473000
10/14/16,142608800,2999800,21349500
10/17/16,94499600,3361500,22770500
10/18/16,98214000,2512500,28402500
10/19/16,80138400,2090700,34956000
10/20/16,96503200,3152000,25364500
10/21/16,92770800,2793000,14717000
10/24/16,94154800,4060900,13758000
10/25/16,192516000,3248400,12225000
10/26/16,264536800,3998100,28164000
10/27/16,138248000,7406400,65468500
10/28/16,151446800,10841100,21400500
10/31/16,105677600,5413300,23461500
11/1/16,175303200,5305400,35300000
11/2/16,113326800,5026500,21267000
11/3/16,107730400,3872500,13265000
11/4/16,123348000,5122100,25730000
11/7/16,130240000,5984400,19350500
11/8/16,97016800,3412600,16338000
11/9/16,236705600,8562900,40865500
11/10/16,228538000,12747000,33751500
11/11/16,136575600,6622800,19942500
11/14/16,204702000,7321300,32761000
11/15/16,129058000,6755800,19510000
11/16/16,235362000,3648800,17172000
11/17/16,110528000,3690100,24435500
11/18/16,113715600,4373400,26051500
11/21/16,117058400,4614600,21805000
11/22/16,103862000,5311300,28017000
11/23/16,109705600,3540300,24459500
11/25/16,45903600,1837100,11830500
11/28/16,108776000,4438800,22646000
11/29/16,114115200,3272300,22196500
11/30/16,144649200,4625900,17735500
12/1/16,148347600,4666000,25632000
12/2/16,106112000,3561300,20211500
12/5/16,137298000,4314700,20361000
12/6/16,104782000,3794700,16958000
12/7/16,119994800,3684900,27309500
12/8/16,108273200,3189600,15970500
12/9/16,137610400,2470900,13612500
12/12/16,105497600,2963900,12194500
12/13/16,174935200,5285300,34119500
12/14/16,136127200,5454800,20754500
12/15/16,186098000,3801900,16098000
12/16/16,177404400,4848200,18984500
12/19/16,111117600,3113200,17440500
12/20/16,85700000,2703600,23445500
12/21/16,95132800,2044600,26038000
12/22/16,104343600,2543600,15555500
12/23/16,56998000,1981600,23352500
12/27/16,73187600,2638700,29578500
12/28/16,83623600,3301000,18912500
12/29/16,60158000,3158300,20225000
12/30/16,122345200,4139400,23213000
1/3/17,115127600,3521100,29616500
1/4/17,84472400,2510500,56067500
1/5/17,88774400,5830100,29558500
1/6/17,127007600,5986200,27639500
1/9/17,134247600,3446100,19897500
1/10/17,97848400,2558400,18300000
1/11/17,110354400,2992800,18254000
1/12/17,108344800,4873900,18951000
1/13/17,104447600,3791900,30465000
1/17/17,137759200,3670500,23087500
1/18/17,94852000,2354200,18845000
1/19/17,102389200,2540800,38661500
1/20/17,130391600,3376200,21021500
1/23/17,88200800,2797500,31314500
1/24/17,92844000,2971700,24827500
1/25/17,129510400,3922600,25713000
1/26/17,105350400,3586300,15760500
1/27/17,82251600,2998700,15831500
1/30/17,121510000,3747300,19005500
1/31/17,196804000,3137200,20580500
2/1/17,447940000,3850200,19794000
2/2/17,134841600,7350500,12499000
2/3/17,98029200,10868800,10933500
2/6/17,107383600,3897300,17812500
2/7/17,152735200,3466100,21224000
2/8/17,92016400,2858000,19665000
2/9/17,113399600,2484900,39101000
2/10/17,80262000,2429600,18098500
2/13/17,92141600,4172600,35148000
2/14/17,132904800,2792400,36726000
2/15/17,142492400,2968900,24739500
2/16/17,90338400,2714700,35386500
2/17/17,88792800,3112300,31285500
2/21/17,98028800,3507700,28383500
2/22/17,83347600,2617000,43775000
2/23/17,83152800,3462000,74576000
